,content
182,　　安全第一，出發前進行了全車的安全檢查，輪胎備胎氣壓、防凍液、機油和剎車系統等各種環節進行系統地檢查。另外，安裝行車記錄儀和超速預警電子狗，保障行駛安全。事實上，寶沃BX7全系標配的ABS、EBD、剎車輔助、牽引力控制和ESP等主動安全模塊已經進一步為出行護航。
183,　　出行前查閱天氣肯定是個好習慣，避免了一些特殊的天氣原因為出行帶來的麻煩，無論是開車還是其他的出行方式。
184,　　規劃好路線不僅可以避免走一些冤枉路，另外可以掌握好出行節奏：休息、補給、加油等等。BX7這個12.3寸的超大屏幕逼格十足，配合蘋果的CARPLAY，一路上娛樂導航兩不誤。
185,　　母貓和三孩子享受著後排吹暖風的待遇，畢竟還在“月子地”，一路上還的給吃好喝好，這樣奶水才充足。
186,　　孩子們的爹“黃三兒”就後備箱忍忍了，好歹BX7後備箱比較大，帶了諸多行李也能讓“黃三兒”舒展筋骨，不至於10個多小時的路上窩屈壞身子。
187,"　　來到G6京藏高速內蒙古境內的第一個服務,區,——興和服務區。服務區的樣式也不一樣了，蒙古氈房圓頂式的建築獨具地方特色，在這裡進行旅途中最大的休整和補給，順便再檢查一下車況。一開後備箱，黃三兒的造型瞬間讓人想起馮導《1942》中的張國立。進內蒙隨著氣溫的降低，黃三給自己披上了毯子。"
188,　　一路行駛，雖然中間也有打尖休息，但是並沒有長時間停留，下午行駛到烏拉山服務區，這標誌著我們已經到了巴彥淖爾境內，雖然已經到了目的地所在的城市，但是離家還有100多公里。進行第二次大休整後繼續前行。
189,　　航拍烏拉山與G6京藏高速，平原地廣人稀，唯一的繁華就是高速路上來往的車輛和服務區歇腳的旅行者。
190,"　　,中新網,2月8日電 近日，易車宣佈任命劉曉科為高級副總裁，全面負責與媒體業務相關的多個事業部或中心的工作，向公司總裁張序安彙報。"
191,　　據瞭解，劉曉科將負責易車公司編輯運營中心、汽車品牌營銷事業部、營銷策略中心、體驗營銷服務中心、呼叫中心、銷售管理中心、易車網移動產品中心、網站產品中心多個部門的管理工作。這些部門大多與易車業務矩陣中的媒體業務相關，涵蓋了內容生產、媒體營銷、PC端與移動端產品整合、用戶體驗等等。
192,　　媒體業務是易車轉型發展的基礎和營收重要來源之一。目前，易車網覆蓋精準用戶超過8000萬人，2016年為汽車經銷商提供的銷售線索超過1億，2016年Q3，基於媒體業務的廣告和訂閱服務業務的營收為人民幣8.983億元，同比增長9.8%。2017年1月1日，全新改版後的易車網正式上線，在優化資訊內容的基礎上，更加凸顯了媒體業務與購車、金融等交易服務的結合，從汽車用戶需求出發，體現出公司轉型的理念。
193,　　易車公司董事長兼首席執行官李斌曾表示，2016年公司結束了戰略調整，包括明確了“做強兩頭、做好中間、做寬周邊”的業務格局，實現了高層管理團隊的年輕化，劉曉科的加盟正是這一戰略調整的體現。2017年，要開始全面打造易車3.0，做好連接用戶、提升體驗，比如，將把此前為經銷商提供的靜態銷售線索轉變為建立用戶與經銷商銷售顧問之間的服務連接等等。劉曉科上任後，將確保媒體業務朝著新方向發展，並進一步整合發掘、擴大媒體價值，通過與交易服務業務的打通整合，為汽車用戶創造更好的服務與體驗。
194,　　據瞭解，劉曉科出生於1980年，加入易車前，先後擔任搜狐汽車事業部內容運營及產品中心總監，鳳凰網汽車事業部總經理，新浪網汽車事業部總經理等職務，是國內汽車互聯網行業資深人士，具備豐富的行業資源與人脈，對汽車互聯網產業發展擁有獨到見解。
195,"　　,中新網,2月8日電 國內領先的汽車互聯網企業易車將於今年3月初推出業內首個“SUV購車節”，集結國內外眾多一線SUV品牌，共同打造2017年首場汽車電商盛會。這是汽車電商行業首場針對某具體車型的專項促銷活動，標誌著經過市場培育的汽車電商，逐步進入精細化運營階段。"
196,　　據中汽協數據顯示：2016年全年乘用車累計銷量為2437.69萬輛，同比增長14.93%。其中，SUV市場累計銷量高達904.70萬輛，同比增速44.59%，持續井噴的SUV市場已經成為引領車市增長的強力“引擎”。易車推出SUV購車節，是其品類營銷的一次積極嘗試。事實上，品類營銷已經在電子商務行業司空見慣，京東、天貓等電商平臺常常根據消費節點推出服裝、家裝等品類。品類營銷的背後，往往是電商平臺對消費者需求的分析，推出行業首個SUV購車節，也是易車對其市場前景與把握消費者需求的結果。
197,　　近兩年，易車持續在汽車電商領域深耕細作，同步推進服務創新、營銷創新，包括線上汽車金融服務，線下一對一服務顧問等等，在過去兩年的汽車電商雙十一促銷中，易車蟬聯訂單冠軍。汽車電商實戰經驗為易車SUV購車節奠定了基礎，加上此次購車節活動主體——易車惠媒體化電商模式以及豐富的廠商資源，有望使其成為汽車電商領域一個新的品牌性促銷招牌。
198,　　據瞭解，易車惠是易車兩大常態化汽車電商平臺之一，依託專業汽車網站的媒體優勢、精準用戶優勢等，致力於為汽車廠家搭建一個站內線索換成交的電商通道。易車惠採取易車+京東的雙平臺運營思路，以汽車廠家品牌旗艦店、專項定製化促銷為亮點，通過今日瘋搶、新車預售、每週特賣、品牌日、代金券等促銷形式，幫助廠家高效精準集客，推動易車海量潛在購車人群轉化為電商成交用戶。
199,　　截至目前，寶馬、奧迪、東風標緻、上汽大眾、一汽豐田、英菲尼迪、海馬汽車等近三十家品牌廠商在易車惠開設旗艦店，開展定製化、常態化的電商促銷。針對SUV這一車型，易車惠也有亮眼成績。去年8月，易車惠曾開展長安汽車CS75專項促銷，幫助長安汽車實現SUV單月銷量1.5萬臺，同比7月上漲122.9%，SUV銷量排名從第27名躥升至第7名。可以預期，即將於3月份上線的“SUV購車節”，集結了國內外一線品牌，有望創下SUV市場銷售新高，在原本淡季的3月創造汽車電商的銷售高峰。
200,"　　參考消息網,2月18日報道,美媒稱，挪走支撐中國電動車市場的柺杖，它就迅速垮掉了。"
201,　　據美國《華爾街日報》網站2月14日報道，本週發佈的數據顯示，新能源乘用車銷量1月暴跌超過60%，而此前的情況是，2015年增加300%，去年增加50%。下跌不僅是因為春節假期造成扭曲效應，政府在過去兩年中為推廣電動車而出臺的廣泛優惠措施被大幅削減以及調整方向，似乎起到了作用。
202,　　中國電動車市場中的因果關係顯而易見：由於欺詐行為增加，北京於去年12月30日對新能源車補貼政策進行了一系列改變。新政策包括，對速度和能耗提出更嚴格要求，對地方政府補貼設置上限，補貼標準降低20%等。對依賴這些優惠政策的比亞迪等公司而言，營運資金將趨緊，利潤將變薄，運營挑戰將加劇。新政策抬高了准入門檻，沒有為持續發展提供支持。
203,　　報道稱，嚴重的回撤現象開始出現，也對全球汽車製造商構成威脅。作為中國治理空氣汙染努力的一部分，這些汽車製造商被迫在未來5年內在中國生產電動車。在目前電動車市場出現衰退的情況下，製造商的一大動機——藉助銷量上升這一東風獲利——消失了。與此同時，抵消其他零部件成本和實現燃料經濟性目標也變得困難起來。
204,　　下跌速度快於預期，與此同時，全球汽車製造商正投資於降低電池成本和增加電池的能量密度。
205,　　報道稱，隨著汽車製造成本的上升，增加對研發的投資也將開始成為一件令人痛苦之事。如果得不到審慎使用，柺杖也可能令人蹣跚難行。(編譯/裘芳)
206,"　　,中新社,上海2月18日電 (馬化宇)上海車牌拍賣再一次刷新紀錄。18日，在剛剛結束的2月車牌拍賣中，滬牌競拍人數達到251717人，創造自去年7月以來的新高。平均成交價為88240元人民幣，比上月增加了555元人民幣。"
207,　　據上海國拍網數據顯示，本月投放滬牌額度為10157張，比上月減少了2058張，而拍賣人數比上月增加19616人，這也直接造成了本次拍賣的中標率僅為4%，下探歷史最低水平。
208,　　上海是中國最早進行私車牌照拍賣的城市，這塊被坊間稱為“奢侈小鐵皮”的價格從最初幾百元一路上漲到幾萬元。2013年初滬牌價突然大漲，最低成交價一度突破9萬元(人民幣，下同)。
209,　　此後，上海官方實行“警示價”(首次出價階段不得高於“警示價”)制度，對每月的牌照拍賣價格實行最高限價。不過，隨著上海機動車保有量的增加以及外牌車輛限行的進一步收緊，滬牌的競爭日趨白熱化。目前，每月競拍滬牌人數超過20萬已成常態。
210,　　有網友評論稱，“上海車牌已經不是出8萬元就可以解決的事，運氣也很重要”。從本月拍賣情況來看，滬牌的最低成交價達到了88200元，逼近歷史最高紀錄，而中標率僅相當於100人中只有4人能夠拍中。(完)
